FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,MEASURE,Measure (DESC),ECOICOP_2,ECOICOP 2,TIME_PERIOD,Observation,OBS_STATUS,Observation status
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2025-08,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2025-09,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2025-10,100.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2025-11,100.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2025-12,100.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2026-01,101.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2026-02,101.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0432,'Servizi per la manutenzione, la riparazione e la sicurezza dell"'abitazione',2026-03,102.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-04,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-05,99.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-06,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-07,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-08,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-09,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-10,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-11,100.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2025-12,100.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2026-01,101.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2026-02,102.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,044,'Distribuzione d"'acqua e servizi vari connessi con l"'abitazione',2026-03,102.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-04,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-05,99.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-06,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-07,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-08,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-09,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-10,100.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-11,101.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2025-12,101.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2026-01,102.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2026-02,103.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0441,'Distribuzione d"'acqua',2026-03,103.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-04,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-05,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-06,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-07,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-08,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-09,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-10,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-11,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2025-12,100.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2026-01,100.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2026-02,100.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0442,Raccolta dei rifiuti,2026-03,100.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-04,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-05,99.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-06,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-07,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-08,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-09,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-10,101,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-11,101.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2025-12,102,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2026-01,102.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2026-02,104.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0443,Raccolta delle acque di scarico,2026-03,104.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-04,99.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-05,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-06,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-07,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-08,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-09,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-10,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-11,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2025-12,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2026-01,101.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2026-02,102.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0444,'Altri servizi per l"'abitazione',2026-03,102.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-04,100.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-05,99.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-06,96.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-07,99,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-08,96.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-09,96.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-10,95.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-11,95.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2025-12,95.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2026-01,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2026-02,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,045,'Elettricità, gas e altri combustibili',2026-03,102.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-04,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-05,99.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-06,95.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-07,99.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-08,97.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-09,97,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-10,94,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-11,94.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2025-12,95.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2026-01,103.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2026-02,103.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0451,Elettricità,2026-03,104.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-04,101.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-05,99,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-06,97.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-07,98.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-08,95.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-09,96,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-10,95.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-11,95.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2025-12,94.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2026-01,95.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2026-02,95.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0452,Gas,2026-03,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-04,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-05,96.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-06,96.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-07,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-08,99.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-09,99,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-10,98.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-11,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2025-12,99,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2026-01,97.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2026-02,99.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0453,Combustibili liquidi,2026-03,115,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-04,99.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-05,99.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-06,99,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-07,98.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-08,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-09,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-10,101.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-11,103,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2025-12,104.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2026-01,105.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2026-02,106.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0454,Combustibili solidi,2026-03,107.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-04,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-05,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-06,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-07,99.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-08,99.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-09,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-10,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-11,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2025-12,100.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2026-01,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2026-02,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2026-03,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,05,'Arredamenti, apparecchi per uso domestico e manutenzione corrente dell"'abitazione',2026-04,100.9,p,Provisional data
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-04,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-05,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-06,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-07,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-08,99.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-09,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-10,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-11,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2025-12,100.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2026-01,99.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2026-02,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,051,'Mobili, arredamenti e tappeti',2026-03,99.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-04,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-05,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-06,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-07,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-08,99.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-09,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-10,100.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-11,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2025-12,100.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2026-01,99.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2026-02,99.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0511,'Mobili, arredamenti e tappeti',2026-03,99.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-04,99.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-05,99.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-06,100,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-07,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-08,100.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-09,100.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-10,100.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-11,100.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2025-12,101.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,4,Index number,0512,'Riparazione, installazione e noleggio di mobili, arredamenti e tappeti',2026-01,101.1,,
