FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,MEASURE,Measure (DESC),ECOICOP_2,ECOICOP 2,TIME_PERIOD,Observation,OBS_STATUS,Observation status
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0722,Carburanti e lubrificanti per mezzi personali di trasporto,2025-11,1.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0722,Carburanti e lubrificanti per mezzi personali di trasporto,2025-12,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0722,Carburanti e lubrificanti per mezzi personali di trasporto,2026-01,-2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0722,Carburanti e lubrificanti per mezzi personali di trasporto,2026-02,1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0722,Carburanti e lubrificanti per mezzi personali di trasporto,2026-03,7.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-04,0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-05,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-06,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-07,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-08,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-09,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-10,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-11,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2025-12,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2026-01,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2026-02,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0723,Manutenzione e riparazione di mezzi personali di trasporto,2026-03,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-04,0.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-05,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-06,0.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-07,0.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-08,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-09,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-10,-1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-11,-0.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2025-12,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2026-01,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2026-02,0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0724,Altri servizi relativi ai mezzi personali di trasporto,2026-03,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-04,11.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-05,-6.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-06,3.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-07,2.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-08,7.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-09,-12,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-10,-1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-11,-5.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2025-12,11.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2026-01,-14.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2026-02,6.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,073,Servizi di trasporto passeggeri,2026-03,1.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-04,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-05,0.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-06,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-07,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-08,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-09,-0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-10,-0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-11,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2025-12,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2026-01,0.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2026-02,-1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0731,Trasporto di passeggeri su rotaia,2026-03,-0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-04,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-05,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-06,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-07,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-08,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-09,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-10,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-11,0.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2025-12,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2026-01,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2026-02,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0732,Trasporto di passeggeri su strada,2026-03,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-04,30.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-05,-14.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-06,8.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-07,4.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-08,12.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-09,-22.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-10,-2.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-11,-13.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2025-12,32.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2026-01,-33.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2026-02,19.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0733,Trasporto aereo di passeggeri,2026-03,4.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-04,6.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-05,-3.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-06,2.8,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-07,3.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-08,28,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-09,-28.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-10,2.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-11,-1.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2025-12,3.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2026-01,-2.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2026-02,-1.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0734,'Trasporto marittimo e per vie d"'acqua interne di passeggeri',2026-03,-0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-04,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-05,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-06,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-07,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-08,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-09,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-10,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-11,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2025-12,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2026-01,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2026-02,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0735,Trasporto multimodale di passeggeri,2026-03,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-04,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-05,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-06,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-07,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-08,-0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-09,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-10,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-11,-0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2025-12,0.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2026-01,1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2026-02,1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,074,Servizi di trasporto merci,2026-03,-2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-04,0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-05,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-06,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-07,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-08,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-09,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-10,0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-11,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2025-12,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2026-01,3.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2026-02,1.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0741,Servizi postali e di corriere,2026-03,0,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-04,-0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-05,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-06,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-07,-0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-08,-0.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-09,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-10,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-11,-0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2025-12,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2026-01,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2026-02,1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,0749,Altri tipi di trasporto merci,2026-03,-2.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-04,-0.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-05,-0.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-06,-0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-07,-0.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-08,0.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-09,0.4,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-10,-0.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-11,-0.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2025-12,-0.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2026-01,1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2026-02,0.5,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2026-03,-0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,08,Informazione e comunicazione,2026-04,0.3,p,Provisional data
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-04,-1.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-05,-1.1,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-06,-1.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-07,-1.3,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-08,0.2,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-09,0.9,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-10,-1.6,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-11,-1.7,,
M,Monthly,IT,Italy,87,Harmonized index of consumer prices (base 2025=100) - monthly data,6,Percentage changes on the previous period,081,'Apparecchiature per l"'informazione e la comunicazione',2025-12,-0.9,,
