FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ECOICOP_2,ECOICOP 2,TIME_PERIOD,Observation,OBS_STATUS,Observation status
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,OR0,ECOICOP_2,2026,..,t,Title for the grouping
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,1996,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,1997,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,1998,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,1999,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2000,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2001,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2002,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2003,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2004,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2005,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2006,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2007,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2008,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2009,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2010,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2011,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2012,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2013,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2014,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2015,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2016,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2017,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2018,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2019,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2020,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2021,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2022,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2023,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2024,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2025,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,00,Indice generale,2026,1000000,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,1996,186161,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,1997,186161,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,1998,186161,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,1999,169402,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2000,165650,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2001,162803,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2002,162844,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2003,159359,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2004,160869,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2005,158408,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2006,154416,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2007,163998,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2008,168844,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2009,168032,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2010,165324,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2011,162227,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2012,159786,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2013,159283,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2014,163728,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2015,165266,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2016,165706,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2017,164968,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2018,165103,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2019,163321,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2020,162085,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2021,193228,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2022,183521,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2023,170816,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2024,171711,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2025,171069,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01,Prodotti alimentari e bevande analcoliche,2026,172256,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,1996,177317,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,1997,177317,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,1998,177317,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,1999,158415,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2000,154671,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2001,151841,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2002,151928,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2003,148119,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2004,149990,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2005,147738,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2006,144244,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2007,152696,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2008,157166,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2009,156492,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2010,154071,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2011,151115,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2012,148471,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2013,148375,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2014,152881,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2015,152462,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2016,153291,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2017,152588,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2018,152662,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2019,150582,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2020,149241,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2021,177702,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2022,169080,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2023,157086,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2024,158106,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2025,157098,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011,Prodotti Alimentari,2026,158434,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,1996,25269,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,1997,25269,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,1998,25269,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,1999,28884,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2000,28851,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2001,28462,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2002,28336,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2003,28308,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2004,28243,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2005,29504,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2006,28967,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2007,31090,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2008,33201,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2009,34356,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2010,33872,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2011,32339,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2012,31412,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2013,31458,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2014,32017,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2015,26374,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2016,25601,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2017,24830,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2018,24494,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2019,24354,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2020,24037,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2021,29221,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2022,27156,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2023,25890,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2024,25327,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2025,25347,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,0111,Cereali e prodotti a base di cereali,2026,29598,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2010,1216,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2011,1161,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2012,773,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2013,752,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2014,852,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2015,1120,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2016,1654,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2017,1592,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2018,1576,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2019,1586,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2020,1595,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2021,1993,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2022,1696,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2023,1791,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2024,1590,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2025,1597,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01111,Cereali,2026,1961,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2016,105,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2017,103,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2018,106,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2019,132,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2020,132,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2021,166,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2022,128,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2023,121,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2024,99,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2025,84,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011111,Frumento,2026,73,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2016,1440,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2017,1382,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2018,1360,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2019,1317,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2020,1326,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2021,1654,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2022,1435,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2023,1544,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2024,1388,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2025,1426,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011112,Riso,2026,1817,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2016,33,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2017,32,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2018,33,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2019,41,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2020,41,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2021,52,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2022,40,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2023,38,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2024,31,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2025,26,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011114,Orzo,2026,22,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2016,76,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2017,75,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2018,77,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2019,96,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2020,96,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2021,121,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2022,93,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2023,88,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2024,72,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2025,61,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011119,Altri Cereali,2026,49,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2010,591,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2011,551,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2012,530,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2013,557,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2014,475,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2015,695,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2016,989,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2017,976,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2018,999,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2019,953,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2020,949,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2021,1237,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2022,1171,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2023,1122,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2024,1082,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2025,1124,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01112,Farina di cereali,2026,848,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2016,639,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2017,631,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2018,645,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2019,616,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2020,613,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2021,799,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2022,756,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2023,725,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2024,699,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2025,726,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011121,Farina di grano,2026,574,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2016,350,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2017,345,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2018,354,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2019,337,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2020,336,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2021,438,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2022,415,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2023,397,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2024,383,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2025,398,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011129,Altre farine,2026,274,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2010,23406,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2011,22553,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2012,23059,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2013,23011,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2014,23374,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2015,18380,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2016,17081,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2017,16663,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2018,16410,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2019,16286,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2020,16072,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2021,19065,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2022,17880,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2023,17012,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2024,16809,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2025,16771,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01113,Pane e prodotti da forno,2026,20483,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2016,10860,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2017,10608,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2018,10347,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2019,10203,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2020,9998,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2021,11171,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2022,10478,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2023,10220,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2024,9879,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2025,10344,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011131,Pane,2026,10220,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2016,6221,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2017,6055,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2018,6063,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2019,6083,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2020,6074,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2021,7894,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2022,7402,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2023,6792,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2024,6930,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2025,6427,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,011139,Altri prodotti da forno,2026,10263,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2010,1397,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2011,1296,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2012,893,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2013,922,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2014,963,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2015,1026,,
A,Annual,IT,Italy,3,Consumer price index for the whole nation - weights,01114,Cereali per colazione,2016,920,,
